corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs
cnc,train_08_53,2741,0,cnc_train_08_53_2741_0,"A similar agitation was carried out Thamaraikulam , Vannankundu , Uppur , Puduvalasai and others .",[],0
cnc,train_08_54,3088,0,cnc_train_08_54_3088_0,"Sivaganga In Sivaganga district , 313 persons were arrested while they attempted to stage similar kind of protest at Ilayankudi and Devakottai .","['Sivaganga In Sivaganga district , <ARG1>313 persons were arrested</ARG1> while <ARG0>they attempted to stage similar kind of protest at Ilayankudi and Devakottai</ARG0> .']",1
cnc,train_08_55,352,0,cnc_train_08_55_352_0,Today 's Paper Congress march flagged off On the march : Leader of the Opposition Oommen Chandy handing over the Congress flag to KPCC president Ramesh Chennithala to inaugurate the ‘ Kerala Raksha March ’ at Hosangadi in Kasaragod district on Monday .,"[""Today 's Paper Congress march flagged off On the march : <ARG1>Leader of the Opposition Oommen Chandy handing over the Congress flag to KPCC president Ramesh Chennithala</ARG1> <ARG0>to inaugurate the ‘ Kerala Raksha March ’ at Hosangadi in Kasaragod district on Monday</ARG0> .""]",1
cnc,train_08_56,2077,0,cnc_train_08_56_2077_0,"February 10 , 2009 00:00 IST Mohamed Nazeer LDF government has failed to deliver , says Chandy HOSANGADI ( KASARAGOD ): The ‘ Kerala Raksha March ’ ( Save Kerala March ) led by Kerala Pradesh Congress Committee president Ramesh Chennithala was flagged off here on Monday .",[],0
cnc,train_08_57,78,0,cnc_train_08_57_78_0,The march got under way with Leader of the Opposition Oommen Chandy handing over the party flag to Mr. Chennithala at a public function here in the evening .,[],0
cnc,train_08_58,923,0,cnc_train_08_58_923_0,Speeches of Congress leaders who addressed a large gathering of party men made it abundantly clear that all major issues prominent in the political discourse of the State would be highlighted by the march visiting all constituencies in the State .,['Speeches of Congress leaders who addressed a large gathering of party men made it abundantly clear that <ARG1>all major issues prominent in the political discourse of the State would be highlighted</ARG1> <SIG0>by</SIG0> <ARG0>the march visiting all constituencies in the State</ARG0> .'],1
cnc,train_08_59,2232,0,cnc_train_08_59_2232_0,"Pinarayi ’ s march Mr. Chandy said the march led by Communist Party of India ( Marxist ) State secretary Pinarayi Vijayan was leaving a trail of clashes and violence , though the march ’ s motto was ‘ prosperous Kerala .",[],0
cnc,train_08_6,591,0,cnc_train_08_6_591_0,"The management of GVK-EMRI , which operates the 108 ambulance service , and representatives of its drivers and nurses , reached a temporary agreement to end the strike in larger public interest after the Karnataka High Court intervened .","['<ARG1>The management of GVK-EMRI , which operates the 108 ambulance service , and representatives of its drivers and nurses , reached a temporary agreement</ARG1> <ARG0><SIG0>to</SIG0> end the strike in larger public interest</ARG0> after the Karnataka High Court intervened .']",1
cnc,train_08_60,512,0,cnc_train_08_60_512_0,KPCC vice-president Ramesh Chennithala presided over the function .,[],0
cnc,train_08_61,2076,0,cnc_train_08_61_2076_0,"Party leaders G. Karthikeyan , M.M. Jacob , K. Sudhakaran , P.C. Chacko , K.C. Venugopal , M.K. Raghavan , Thalekunnil Basheer , M.I. Shanavas , M.A. Kuttappan and M.M. Hassan were among those present at the function .",[],0
cnc,train_08_62,404,0,cnc_train_08_62_404_0,"Students Say They Were n't ill-treated by Naxals in Captivity 05th January 2016 09:01 PM GADCHIROLI : Three youths from Pune , who were kidnapped by Naxals last month in Chhattisgarh and released after five days , today said they were not ill-treated in any way by their abductors .",[],0
cnc,train_08_63,2073,0,cnc_train_08_63_2073_0,"The students shared their experience during captivity when they also came to know about the harsh life in Naxal-dominated areas at a press conference here , in which Superintendent of Police of Gadchiroli , Sandeep Patil , was also present .",[],0
cnc,train_08_64,1186,0,cnc_train_08_64_1186_0,"The trio - Aadarsh Patil , Vilas Valake and Shrikirhna Shevale - was abducted from Basaguda village of Bijapur district on December 29 and freed on January 2 .",[],0
cnc,train_08_65,906,0,cnc_train_08_65_906_0,They said the Naxals did not harm or ill-treat them during captivity .,[],0
cnc,train_08_66,1202,0,cnc_train_08_66_1202_0,"The youths had on December 20 launched a cycle rally from Pune under their "" Bharat Jodo "" ( Link India ) campaign to propagate the message of peace in Maharashtra , Chhattisgarh and Odisha , the states worst affected by Naxalism .","['<ARG1>The youths had on December 20 launched a cycle rally from Pune under their "" Bharat Jodo "" ( Link India ) campaign</ARG1> <ARG0><SIG0>to</SIG0> propagate the message of peace in Maharashtra , Chhattisgarh and Odisha , the states worst affected by Naxalism</ARG0> .']",1
cnc,train_08_67,544,0,cnc_train_08_67_544_0,""" We had gone to study the life of people in remote and Naxal-affected tribal areas as part of our mission and did not expect to be kidnapped by the Naxals , though we fully knew about their presence , "" they said .","['"" <ARG1>We had gone to study the life of people in remote and Naxal-affected tribal areas</ARG1> <SIG0>as part of</SIG0> <ARG0>our mission</ARG0> and did not expect to be kidnapped by the Naxals , though we fully knew about their presence , "" they said .']",1
cnc,train_08_68,1431,0,cnc_train_08_68_1431_0,""" On December 29 , we halted at Basaguda village in Chhattisgarh but some people in civil clothes approached us and tied our hands upon which we realised we have been kidnapped .","['"" On December 29 , we halted at Basaguda village in Chhattisgarh but <ARG1>some people in civil clothes approached us and tied our hands</ARG1> upon which we realised <ARG0>we have been kidnapped</ARG0> .']",1
cnc,train_08_69,100,0,cnc_train_08_69_100_0,Members of the Kannada Para Mahamandala staging a demonstration in Hubli on Wednesday .,[],0
cnc,train_08_69,2615,0,cnc_train_08_69_2615_0,"KARNATAKA Protest against permitting bar in residential area July 03 , 2008 00:00 IST Up in arms :","['KARNATAKA <ARG1>Protest</ARG1> <ARG0>against permitting bar in residential area</ARG0> July 03 , 2008 00:00 IST Up in arms :']",1
cnc,train_08_7,3053,0,cnc_train_08_7_3053_0,"While the management agreed to take back all the employees who were given the sack after their participated in the strike , representatives of employees agreed to report for duty on Friday morning .","['While the management agreed to take back all <ARG1>the employees who were given the sack</ARG1> after <ARG0>their participated in the strike</ARG0> , representatives of employees agreed to report for duty on Friday morning .']",1
cnc,train_08_70,1311,0,cnc_train_08_70_1311_0,Staff Correspondent HUBLI : Residents of Prabhat Colony and members of the Kannada Para Mahamandala staged a demonstration in Hubli on Wednesday to protest against permission being granted to open bar and restaurants in residential areas .,"['Staff Correspondent HUBLI : <ARG1>Residents of Prabhat Colony and members of the Kannada Para Mahamandala staged a demonstration in Hubli on Wednesday</ARG1> <ARG0><SIG0>to</SIG0> protest</ARG0> against permission being granted to open bar and restaurants in residential areas .', 'Staff Correspondent HUBLI : Residents of Prabhat Colony and members of the Kannada Para Mahamandala staged a demonstration in Hubli on Wednesday to <ARG1>protest</ARG1> <ARG0>against permission being granted to open bar and restaurants in residential areas</ARG0> .']",2
cnc,train_08_71,2940,0,cnc_train_08_71_2940_0,"The protesters , led by the association president D. Govindrao , staged the demonstration for over an hour .",[],0
cnc,train_08_72,60,0,cnc_train_08_72_60_0,"K.H. Jituri , Raju Chugga , M.R. Patil , Anital Gunjal , Shakuntala Shetty and Asha Kulkarn were among those who participated in the demonstration .",[],0
cnc,train_08_73,1759,0,cnc_train_08_73_1759_0,"Within hours of the Chinese government making it clear that the people of Hong Kong will not have a free choice when they vote to elect the territory ’ s next chief executive , Hong Kong police had made their first arrests of demonstrators protesting against that decision .","['Within hours of <ARG0>the Chinese government making it clear that the people of Hong Kong will not have a free choice when they vote to elect the territory ’ s next chief executive</ARG0> , <ARG1>Hong Kong police had made their first arrests of demonstrators protesting against that decision</ARG1> .', 'Within hours of the Chinese government making it clear that <ARG0>the people of Hong Kong will not have a free choice when they vote to elect the territory ’ s next chief executive</ARG0> , Hong Kong police had made their first arrests of <ARG1>demonstrators protesting against that decision</ARG1> .']",2
cnc,train_08_74,61,0,cnc_train_08_74_61_0,"This led to violent protests across the city the next day , with a group of students even storming into the university campus and demanding the dismissal of the teacher who had set the question paper .","['This led to violent protests across the city the next day , with <ARG1>a group of students even storming into the university campus</ARG1> and <ARG0><SIG0>demanding</SIG0> the dismissal of the teacher who had set the question paper</ARG0> .']",1
cnc,train_08_75,3355,0,cnc_train_08_75_3355_0,A peaceful march in the town of Yuen Long to condemn an attack by suspected gang members on commuters turned violent as Hong Kong riot police fired teargas and rubber bullets on the crowd and used batons to beat protesters .,"['<ARG1>A peaceful march in the town of Yuen Long to condemn an attack by suspected gang members on commuters turned violent</ARG1> as <ARG0>Hong Kong riot police fired teargas and rubber bullets on the crowd and used batons to beat protesters</ARG0> .', '<ARG1>A peaceful march in the town of Yuen Long</ARG1> <SIG0>to</SIG0> <ARG0>condemn an attack by suspected gang members on commuters</ARG0> turned violent as Hong Kong riot police fired teargas and rubber bullets on the crowd and used batons to beat protesters .']",2
cnc,train_08_76,2969,0,cnc_train_08_76_2969_0,"Organisers said almost 300,000 protesters and residents on Saturday afternoon defied a police ban to descend on the town in Hong Kong ’ s western New Territories .","['Organisers said <ARG1>almost 300,000 protesters and residents on Saturday afternoon defied a police ban</ARG1> <ARG0><SIG0>to</SIG0> descend on the town in Hong Kong ’ s western New Territories</ARG0> .']",1
cnc,train_08_77,1172,0,cnc_train_08_77_1172_0,"They marched to the mass transit station where masked men in white T-shirts had chased and beaten passengers the previous Sunday , leaving 45 hospitalised .","['They marched to the mass transit station where <ARG0>masked men in white T-shirts had chased and beaten passengers the previous Sunday</ARG0> , <ARG1><SIG0>leaving</SIG0> 45 hospitalised</ARG1> .']",1
cnc,train_08_78,907,0,cnc_train_08_78_907_0,"By evening , the march had turned tense as demonstrators pushed close to villages surrounding the town , where some of the triads believed to be behind the attack are based .","['<ARG1>By evening , the march had turned tense</ARG1> <SIG0>as</SIG0> <ARG0>demonstrators pushed close to villages surrounding the town , where some of the triads believed to be behind the attack are based</ARG0> .']",1
cnc,train_08_79,12,0,cnc_train_08_79_12_0,Police shouted warnings through loudspeakers telling protesters they were involved in an illegal gathering and should leave immediately .,[],0
cnc,train_08_8,37,0,cnc_train_08_8_37_0,"KARNATAKA Gulbarga city observes near-total bandh Joining hands : Members of several organisations taking out a rally in support of the former Minister S.K. Kanta , who is leading the pourakarmikas ' agitation , in Gulbarga on Friday .","[""KARNATAKA Gulbarga city observes near-total bandh Joining hands : <ARG1>Members of several organisations taking out a rally</ARG1> <ARG0><SIG0>in support of</SIG0> the former Minister S.K. Kanta</ARG0> , who is leading the pourakarmikas ' agitation , in Gulbarga on Friday .""]",1
cnc,train_08_80,1116,0,cnc_train_08_80_1116_0,"The protesters – many of whom were wearing black T-shirts and hard hats and were armed with shields made from boards of wood and surfboards , as well as hiking sticks and rods – retaliated by throwing umbrellas and water bottles .","['<ARG1>The protesters – many of whom were wearing black T-shirts and hard hats and were armed with shields made from boards of wood and surfboards , as well as hiking sticks and rods – retaliated</ARG1> <SIG0>by</SIG0> <ARG0>throwing umbrellas and water bottles</ARG0> .']",1
cnc,train_08_81,2628,0,cnc_train_08_81_2628_0,Others hurled rocks and bottles at the police .,[],0
cnc,train_08_82,170,0,cnc_train_08_82_170_0,Demonstrators dismantled roadside barriers and built makeshift barricades between them and the police .,[],0
cnc,train_08_83,380,0,cnc_train_08_83_380_0,"Police senior superintendent Yolanda Liu said in a late night press briefing that protesters had thrown bricks , bottles with corrosive liquid , and smoke bombs at police .",[],0
cnc,train_08_84,317,0,cnc_train_08_84_317_0,"Hundreds of protesters remained , however , and continued to face off with the police late into the night , regrouping in the Yuen Long train station and along the main road .",[],0
cnc,train_08_85,2916,0,cnc_train_08_85_2916_0,"In one episode that protesters and critics have begun comparing to the attack on passengers in Yuen Long last week , a special tactical unit rushed into the train station where protesters had gathered , some getting ready to go home .",[],0
cnc,train_08_86,945,0,cnc_train_08_86_945_0,"Hong Kong ’ s hospital authority said 17 people had been hospitalised following the clashes , including two who were in serious condition .","['Hong Kong ’ s hospital authority said <ARG1>17 people had been hospitalised</ARG1> <SIG0>following</SIG0> <ARG0>the clashes</ARG0> , including two who were in serious condition .', 'Hong Kong ’ s hospital authority said 17 people had been hospitalised following <ARG0>the clashes</ARG0> , <ARG1>including two who were in serious condition</ARG1> .']",2
cnc,train_08_87,1307,0,cnc_train_08_87_1307_0,"Earlier , a group of protesters had smashed the windows of a Lexus near the train station after spotting rods similar to those used against passengers last Sunday , leaving fliers criticising the police on the bonnet .","['Earlier , <ARG1>a group of protesters had smashed the windows of a Lexus near the train station</ARG1> after <ARG0>spotting rods similar to those used against passengers last Sunday</ARG0> , leaving fliers criticising the police on the bonnet .', 'Earlier , <ARG0>a group of protesters had smashed the windows of a Lexus near the train station</ARG0> after spotting rods similar to those used against passengers last Sunday , <SIG0>leaving</SIG0> <ARG1>fliers criticising the police on the bonnet</ARG1> .']",2
cnc,train_08_88,376,0,cnc_train_08_88_376_0,The Hong Kong government said in a statement in the early hours of Sunday that protesters had also vandalised police cars and had blocked roads .,[],0
cnc,train_08_89,466,0,cnc_train_08_89_466_0,The police also issued a statement on Saturday reminding protesters that they were participating in an “ unauthorised assembly ” and could be punished with up to five years in prison .,['<ARG1>The police also issued a statement on Saturday</ARG1> <ARG0><SIG0>reminding</SIG0> protesters that they were participating in an “ unauthorised assembly ” and could be punished with up to five years in prison</ARG0> .'],1
cnc,train_08_9,296,0,cnc_train_08_9_296_0,The police issued notices to organisers of the bandh,[],0
cnc,train_08_9,1919,0,cnc_train_08_9_1919_0,It said they would be held responsible for any untoward incident Gulbarga,['It said <ARG1>they would be held responsible</ARG1> <SIG0>for</SIG0> <ARG0>any untoward incident Gulbarga</ARG0>'],1
cnc,train_08_9,1924,0,cnc_train_08_9_1924_0,"May 08 , 2010 00:00 IST Over 470 pourakarmikas are agitating for release of wages","['May 08 , 2010 00:00 IST <ARG1>Over 470 pourakarmikas are agitating</ARG1> <SIG0>for</SIG0> <ARG0>release of wages</ARG0>']",1
cnc,train_08_9,2968,0,cnc_train_08_9_2968_0,: Near total bandh was observed in Gulbarga city on Friday in support of 470 plus pourakarmikas of the Gulbarga City Corporation who are on indefinite fast demanding immediate release of their 35 - month pending wages .,[': <ARG1>Near total bandh was observed in Gulbarga city on Friday in support of 470 plus pourakarmikas of the Gulbarga City Corporation who are on indefinite fast</ARG1> <ARG0><SIG0>demanding</SIG0> immediate release of their 35 - month pending wages</ARG0> .'],1
cnc,train_08_90,1433,0,cnc_train_08_90_1433_0,"The protests , which began over a controversial extradition bill , have evolved to take in other demands , including a police inquiry into the violence in Yuen Long last week .","['<ARG1>The protests , which began over a controversial extradition bill , have evolved</ARG1> <ARG0><SIG0>to</SIG0> take in other demands</ARG0> , including a police inquiry into the violence in Yuen Long last week .', '<ARG1>The protests , which began</ARG1> <SIG0>over</SIG0> <ARG0>a controversial extradition bill</ARG0> , have evolved to take in other demands , including a police inquiry into the violence in Yuen Long last week .']",2
cnc,train_08_91,2215,0,cnc_train_08_91_2215_0,"Residents , activists and opposition lawmakers have accused the government and police of colluding with the triads in an attempt to suppress protests , a charge vehemently denied by Hong Kong ’ s chief executive , Carrie Lam .","['Residents , activists and opposition lawmakers have accused <ARG1>the government and police of colluding with the triads</ARG1> <ARG0><SIG0>in an attempt to</SIG0> suppress protests</ARG0> , a charge vehemently denied by Hong Kong ’ s chief executive , Carrie Lam .']",1
cnc,train_08_92,271,0,cnc_train_08_92_271_0,"Those attending the rally on Saturday said they were not there to make political demands , but to speak out against violence .","['<ARG1>Those attending the rally on Saturday</ARG1> said they were not there to make political demands , but <ARG0><SIG0>to</SIG0> speak out against violence</ARG0> .']",1
cnc,train_08_93,2224,0,cnc_train_08_93_2224_0,"Protesters surrounded the police headquarters chanting : “ Black police ” – a reference to the triads , known in Chinese as “ black societies ” .",[],0
cnc,train_08_94,385,0,cnc_train_08_94_385_0,"“ If every Hongkonger chooses to stay at home , then we will surely die …","['“ <SIG0>If</SIG0> <ARG0>every Hongkonger chooses to stay at home</ARG0> , then <ARG1>we will surely die</ARG1> …']",1
cnc,train_08_94,678,0,cnc_train_08_94_678_0,"This is the way Hongkongers show their trust to each other – by showing up and standing up for each other. ” Anger over last week ’ s Yuen Long attack has added fuel to Hong Kong ’ s protest movement , with additional rallies planned for Sunday .","['<ARG0>This is the way Hongkongers show their trust to each other</ARG0> – <SIG0>by</SIG0> <ARG1>showing up and standing up for each other</ARG1>. ” Anger over last week ’ s Yuen Long attack has added fuel to Hong Kong ’ s protest movement , with additional rallies planned for Sunday .', 'This is the way Hongkongers show their trust to each other – by showing up and standing up for each other. ” <ARG1>Anger</ARG1> <SIG0>over</SIG0> <ARG0>last week ’ s Yuen Long attack</ARG0> has added fuel to Hong Kong ’ s protest movement , with additional rallies planned for Sunday .', 'This is the way Hongkongers show their trust to each other – by showing up and standing up for each other. ” <ARG0>Anger over last week ’ s Yuen Long attack</ARG0> <ARG1><SIG0>has added fuel to</SIG0> Hong Kong ’ s protest movement</ARG1> , with additional rallies planned for Sunday .', 'This is the way Hongkongers show their trust to each other – by showing up and standing up for each other. ” <ARG0>Anger over last week ’ s Yuen Long attack has added fuel to Hong Kong ’ s protest movement</ARG0> , <SIG0>with</SIG0> <ARG1>additional rallies planned for Sunday</ARG1> .']",4
cnc,train_08_95,917,0,cnc_train_08_95_917_0,"On Friday , thousands of protesters staged an 11-hour sit-in at the Hong Kong airport .",[],0
cnc,train_08_96,2498,0,cnc_train_08_96_2498_0,"Authorities also rejected a request to hold one on Sunday in Sheung Wan , near where police fired teargas and rubber bullets on demonstrators who had defaced China ’ s representative office in Hong Kong last week .",[],0
cnc,train_08_97,1054,0,cnc_train_08_97_1054_0,"Max Chung , who helped organise the rally on Saturday , said he believed residents had shown their resolve : “ Hongkongers have stiffened their backs to say no to authoritarianism . ”","['Max Chung , who helped organise the rally on Saturday , said he believed residents had shown their resolve : “ <ARG1>Hongkongers have stiffened their backs</ARG1> <ARG0><SIG0>to</SIG0> say no to authoritarianism</ARG0> . ”']",1
cnc,train_08_98,3196,0,cnc_train_08_98_3196_0,Maoists kill contractor 20th May 2012 03:26 AM MALKANGIRI : The Maoists of Andhra-Odisha Border Special Zonal Committee ( AOBSZC ) shot a contractor dead at AOBSZC block headquarters on Saturday evening .,[],0
cnc,train_08_99,843,0,cnc_train_08_99_843_0,"Eyewitness said three rebels armed with sophisticated weapons arrived near the Shiva temple in a motorcycle and fired point blank at 38 - year-old contractor Budra Dhangda Majhi , killing him on the spot .","['Eyewitness said <ARG0>three rebels armed with sophisticated weapons arrived near the Shiva temple in a motorcycle and fired point blank at 38 - year-old contractor Budra Dhangda Majhi</ARG0> , <ARG1><SIG0>killing</SIG0> him on the spot</ARG1> .']",1
cnc,train_09_A_0,2638,0,cnc_train_09_A_0_2638_0,"Over 6,000 people had gathered in Chennai on Saturday for the fasting meeting between 10 am and 5 pm .","['<ARG1>Over 6,000 people had gathered in Chennai on Saturday</ARG1> <SIG0>for</SIG0> <ARG0>the fasting meeting between 10 am and 5 pm</ARG0> .']",1
cnc,train_09_A_1,565,0,cnc_train_09_A_1_565_0,“ It shows that there are strong followers of Baba down south .,[],0
cnc,train_09_A_10,2510,0,cnc_train_09_A_10_2510_0,Khan 's boycott will be largely symbolic because he is seen as a ceremonial head .,"[""<ARG1>Khan 's boycott will be largely symbolic</ARG1> <SIG0>because</SIG0> <ARG0>he is seen as a ceremonial head</ARG0> .""]",1
cnc,train_09_A_100,1528,0,cnc_train_09_A_100_1528_0,Another person was arrested for setting fire to the councillor 's house .,"[""<ARG1>Another person was arrested</ARG1> <SIG0>for</SIG0> <ARG0>setting fire to the councillor 's house</ARG0> .""]",1
cnc,train_09_A_101,151,0,cnc_train_09_A_101_151_0,"KRISHNAGIRI : Awareness rally taken out March 18 , 2015 00:00 IST Stress on water harvesting , conservation and sanitation Drinking water security , conservation of potable water resources and water harvesting were the themes to ponder upon on the occasion of the National Rural Drinking Water and Sanitation Awareness Week , being observed under the aegis of the Tamil Nadu Water Supply and Drainage Board here .",[],0
cnc,train_09_A_102,3076,0,cnc_train_09_A_102_3076_0,"To mark the awareness week that commenced on March 16 , Collector T.P. Rajesh flagged off a rally here on Tuesday .","['<ARG0><SIG0>To</SIG0> mark the awareness week that commenced on March 16</ARG0> , <ARG1>Collector T.P. Rajesh flagged off a rally here on Tuesday</ARG1> .']",1
cnc,train_09_A_103,2832,0,cnc_train_09_A_103_2832_0,"Slogans Students and members of self-help groups , who participated in the rally , carried placards with slogans highlighting drinking water and associated sanitation , water conservation through judicious use , water harvesting and prevention of wastage from pipelines and taps , consumption of clean drinking water , personal hygiene and hand-wash , toilets in each home , and ‘ no ’ to open defecation .",[],0
cnc,train_09_A_104,2646,0,cnc_train_09_A_104_2646_0,Over 250 people participated in the rally in support of the campaign .,[],0
cnc,train_09_A_105,3208,0,cnc_train_09_A_105_3208_0,The poor people from Bihar and Uttar Pradesh who migrate to Mumbai have been the targets of violent attacks by MNS cadre .,[],0
cnc,train_09_A_106,1187,0,cnc_train_09_A_106_1187_0,"For instance , a few years ago , MNS workers disrupted a railway recruitment examination because some candidates were non-Marathis .","['For instance , a few years ago , <ARG1>MNS workers disrupted a railway recruitment examination</ARG1> <SIG0>because</SIG0> <ARG0>some candidates were non-Marathis</ARG0> .']",1
cnc,train_09_A_107,2398,0,cnc_train_09_A_107_2398_0,This outrageous and provocative statement comes in the wake of violence that erupted during a rally by Muslims in Mumbai ’ s Azad Maidan .,[],0
cnc,train_09_A_108,1133,0,cnc_train_09_A_108_1133_0,Some rioters vandalised the Amar Jawan Memorial .,[],0
cnc,train_09_A_109,209,0,cnc_train_09_A_109_209_0,The Maharashtra police apparently did not follow some administrative procedures such as informing the Bihar government when its team went to Bihar to arrest one of the persons accused of vandalising the memorial .,"['The Maharashtra police apparently did not follow some administrative procedures such as informing the Bihar government when <ARG1>its team went to Bihar to arrest one of the persons</ARG1> <ARG0>accused of vandalising the memorial</ARG0> .', 'The Maharashtra police apparently did not follow some administrative procedures such as informing the Bihar government when <ARG1>its team went to Bihar</ARG1> <ARG0><SIG0>to</SIG0> arrest one of the persons accused of vandalising the memorial</ARG0> .']",2
cnc,train_09_A_11,2846,0,cnc_train_09_A_11_2846_0,"Kejriwals team attacked by Congress workers - Indian Express Express News Service , Express News Service : Lucknow , Thu Dec 13 2012 , 04:52 hrs A group of Congress workers allegedly attacked members of Arvind Kejriwal-led Aam Aadmi Party who were staging demonstration on the arrival of External Affairs Minister Salman Khurshid 's wife Louise Khurshid at an event in Mainpuri district on Wednesday .",[],0
cnc,train_09_A_110,2742,0,cnc_train_09_A_110_2742_0,"Striking workers will not return to work unless health workers who were fired for taking part in salary protest actions are reinstated , the National Education , Health and Allied Workers Union ( Nehawu ) said in Bloemfontein on Wednesday .","['<ARG1>Striking workers will not return to work</ARG1> <SIG0>unless</SIG0> <ARG0>health workers who were fired for taking part in salary protest actions are reinstated</ARG0> , the National Education , Health and Allied Workers Union ( Nehawu ) said in Bloemfontein on Wednesday .']",1
cnc,train_09_A_111,2934,0,cnc_train_09_A_111_2934_0,Makwaiba was addressing thousands of striking public sector workers who had marched on the Free State 's main government building in Bloemfontein 's St Andrew 's Street .,[],0
cnc,train_09_A_112,1475,0,cnc_train_09_A_112_1475_0,"The march , which began with only a few hundred people at around 10am in Phahameng , had attracted more than 5,000 once it had reached the city centre at lunch time .",[],0
cnc,train_09_A_113,2322,0,cnc_train_09_A_113_2322_0,`` We are on strike .,[],0
cnc,train_09_A_114,2962,0,cnc_train_09_A_114_2962_0,"We need to make sure , we must make sure we push , we push and we push until the state listens to us , '' Makwaiba told a cheering crowd .",[],0
cnc,train_09_A_115,1366,0,cnc_train_09_A_115_1366_0,Makwaiba also criticised the Freedom Front leader Pieter Mulder for comments that the strike was linked to the succession race in the African National Congress .,['<ARG1>Makwaiba also criticised the Freedom Front leader Pieter Mulder</ARG1> <SIG0>for</SIG0> <ARG0>comments that the strike was linked to the succession race in the African National Congress</ARG0> .'],1
cnc,train_09_A_116,2591,0,cnc_train_09_A_116_2591_0,"Marchers handed a memorandum to safety and security MEC Playfair Morule , and finance MEC Tate Makgoe .",[],0
cnc,train_09_A_117,809,0,cnc_train_09_A_117_809_0,Makwaiba criticised Free State premier Beatrice Marshoff for not being there to receive the memorandum herself .,['<ARG1>Makwaiba criticised Free State premier Beatrice Marshoff</ARG1> <SIG0>for</SIG0> <ARG0>not being there to receive the memorandum herself</ARG0> .'],1
cnc,train_09_A_118,531,0,cnc_train_09_A_118_531_0,Police justify action against students 16th December 2009 03:25 AM HYDERABAD : Police justified their action against students participating in the agitation programmes at Sri Krishnadevaraya University in Anantapur today even as various political parties and organisations launched protests against the unfortunate incident .,[],0
cnc,train_09_A_119,2778,0,cnc_train_09_A_119_2778_0,"Speaking to reporters here today , Inspector General of Police and the State Police official spokesperson AR Anuradha said that the police showed utmost restraint despite the provocation of anti-social elements involved in the incident .",[],0
cnc,train_09_A_12,513,0,cnc_train_09_A_12_513_0,"One of the agitators , Vivek Yadav , who was later hospitalised , lodged a complaint alleging that Congress district president Prakash Pradhan and his party workers assaulted him while Louise Khurshid 's vehicle hit him causing injuries .",[],0
cnc,train_09_A_120,2323,0,cnc_train_09_A_120_2323_0,"Some anti-social elements which were already in the area took advantage of the incident to pelt stones at the police , ’ ’ Anuradha said .",[],0
cnc,train_09_A_121,2251,0,cnc_train_09_A_121_2251_0,She claimed that the police showed maximum restraint but lost temper when some of their colleagues got hurt during the stone-pelting and rataliated .,"['<ARG1>She claimed that the police showed maximum restraint but lost temper when some of their colleagues got hurt during the stone-pelting</ARG1> <ARG0>and rataliated</ARG0> .', 'She claimed that the police showed maximum restraint but <ARG1>lost temper</ARG1> when <ARG0>some of their colleagues got hurt</ARG0> during the stone-pelting and rataliated .', 'She claimed that the police showed maximum restraint but lost temper when <ARG1>some of their colleagues got hurt</ARG1> during <ARG0>the stone-pelting</ARG0> and rataliated .']",3
cnc,train_09_A_122,3059,0,cnc_train_09_A_122_3059_0,"We need to honour the Class of '76 through our actions , not our words , says Maimane Jabulile S. Ngwenya JOHANNESBURG , June 16 ( ANA ) - Democratic Alliance leader Mmusi Maimane said action , not words would honour those who participated in the historic 1976 Soweto Uprising .",[],0
cnc,train_09_A_123,397,0,cnc_train_09_A_123_397_0,"Maimane said the actions of the over 20,000 students who protested against the injustice of the education system and Afrikaans being imposed as the language of instruction on June 16 , 1976 `` changed the course of our history '' .","[""Maimane said the actions of <ARG1>the over 20,000 students who protested</ARG1> <ARG0>against the injustice of the education system and Afrikaans being imposed as the language of instruction on June 16 , 1976</ARG0> `` changed the course of our history '' ."", ""Maimane said <ARG0>the actions of the over 20,000 students who protested against the injustice of the education system and Afrikaans being imposed as the language of instruction on June 16 , 1976</ARG0> `` <ARG1>changed the course of our history</ARG1> '' .""]",2
cnc,train_09_A_124,1090,0,cnc_train_09_A_124_1090_0,"He said as the country stood together in remembrance of the 1976 Soweto Uprising , 22 years into democracy , it was important to remember what they were standing against .",[],0
cnc,train_09_A_125,2190,0,cnc_train_09_A_125_2190_0,`` Fixing education and creating opportunities for the youth of today is the best way to pay tribute to the legacy of the students who lost their lives in the Soweto uprising . '',[],0
cnc,train_09_A_126,3315,0,cnc_train_09_A_126_3315_0,"SP shunted out , Udaipur cops skip meals at mess JAIPUR , AUGUST 5 Policemen in Udaipur have been up in arms since Tuesday .",[],0
cnc,train_09_A_127,1275,0,cnc_train_09_A_127_1275_0,"They have been reportedly skipping meals at the police mess to protest the transfer of Superintendent of Police R.P. Meharda from Udaipur , for his alleged role in clashes between Muslims and tribals in Sarada township .","['<ARG1>They have been reportedly skipping meals at the police mess to protest the transfer of Superintendent of Police R.P. Meharda from Udaipur</ARG1> , <SIG0>for</SIG0> <ARG0>his alleged role in clashes between Muslims and tribals in Sarada township</ARG0> .', '<ARG1>They have been reportedly skipping meals at the police mess</ARG1> <SIG0>to</SIG0> <ARG0>protest the transfer of Superintendent of Police R.P. Meharda from Udaipur</ARG0> , for his alleged role in clashes between Muslims and tribals in Sarada township .']",2
