corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs
cnc,train_1208_10208,10208,0,cnc_train_308_1208_10208_10,'The company saw an increase in sales due to their new marketing campaign which targeted a larger audience.','<ARG1>The company saw an increase in sales</ARG1> <SIG0>due to their new marketing campaign</SIG0> <ARG0>which targeted a larger audience</ARG0>.',1
cnc,train_1209_10209,10209,0,cnc_train_309_1209_10209_10,"'BANGALORE / MYSORE : Heavy rain occurs , traffic jams intensify'","'BANGALORE / MYSORE : <ARG0>Heavy rain occurs</ARG0> , <ARG1>traffic jams intensify</ARG1>'",1
cnc,train_1210_10210,10210,0,cnc_train_310_1210_10210_10,"'Due to heavy rainfall in the past week, the river flooded and caused extensive damage to the surrounding towns.'","'<ARG0>Due to heavy rainfall</ARG0> <SIG0>in the past week</SIG0>, <ARG1>the river flooded and caused extensive damage to the surrounding towns</ARG1>.'",1
cnc,train_1211_10211,10211,0,cnc_train_311_1211_10211_10,"Furthermore, the increase in pollution levels has led to a rise in respiratory diseases prompting the implementation of stricter environmental regulations .","Furthermore, <ARG1>the increase in pollution levels has led to a rise in respiratory diseases</ARG1> <ARG0><SIG0>prompting</SIG0> the implementation of stricter environmental regulations</ARG0> .",1
cnc,train_1212_10212,10212,0,cnc_train_312_1212_10212_10,'- The employees went on strike demanding higher wages and better working conditions resulting in the company's production being halted.','- The employees <ARG0><SIG0>went on strike</SIG0> demanding higher wages and better working conditions</ARG0> <ARG1>resulting in the company's production being halted</ARG1>.',1
cnc,train_1213_10213,10213,0,cnc_train_313_1213_10213_10,'Heavy rain causes flooding resulting in evacuation orders','<ARG1>Heavy rain causes flooding</ARG1> <SIG0>resulting in</SIG0> <ARG0>evacuation orders</ARG0>',1
cnc,train_1214_10214,10214,0,cnc_train_314_1214_10214_10,"'Due to the heavy rain last night several roads in the city were flooded , causing traffic jams during rush hour.'","'<ARG1>Due to the heavy rain last night</ARG1> <ARG0><SIG0>several roads in the city were flooded</SIG0></ARG0> , causing traffic jams during rush hour.'",1
cnc,train_1215_10215,10215,0,cnc_train_315_1215_10215_10,"'After receiving a promotion at work, John decided to celebrate with his friends since he had been working hard lately.'","'After receiving a promotion at work, <ARG1>John decided to celebrate with his friends</ARG1> <SIG0>since</SIG0> <ARG0>he had been working hard lately</ARG0>.'",1
cnc,train_1216_10216,10216,0,cnc_train_316_1216_10216_10,"'Due to heavy rain, the road was flooded resulting in many cars getting stuck.'","'<ARG1>Due to heavy rain, the road was flooded</ARG1> resulting in <ARG0>many cars getting stuck</ARG0>.'",1
cnc,train_1217_10217,10217,0,cnc_train_317_1217_10217_10,"'The team's performance improved as they started implementing new strategies , the coach explained .'","'<ARG1>The team's performance improved</ARG1> as <ARG0>they started implementing new strategies</ARG0> , the coach explained .'",1
cnc,train_1218_10218,10218,0,cnc_train_318_1218_10218_10,"'The heavy rains led to severe flooding and damage to homes in the coastal town of XYZ.' As a result of the heavy rains, many residents were stranded and had to be evacuated from their homes.","'The heavy rains <ARG0><SIG0>led to</SIG0> severe flooding and damage to homes</ARG0> in the coastal town of XYZ.' <ARG1>As a result of the heavy rains, many residents were stranded and had to be evacuated from their homes.</ARG1>",1
cnc,train_1219_10219,10219,0,cnc_train_319_1219_10219_10,"'Following the argument, the neighbors called the police, resulting in the couple's arrest.'","'Following the argument, <ARG1>the neighbors called the police</ARG1>, <SIG0>resulting in</SIG0> <ARG0>the couple's arrest</ARG0>.'",1
cnc,train_1220_10220,10220,0,cnc_train_320_1220_10220_10,'Increased pollution levels resulted in stricter environmental regulations being implemented by the government.','<ARG1>Increased pollution levels</ARG1> <ARG0><SIG0>resulted in</SIG0> stricter environmental regulations being implemented by the government</ARG0>.',1
cnc,train_1221_10221,10221,0,cnc_train_321_1221_10221_10,'The company saw a significant increase in sales after launching a new marketing campaign targeting a younger demographic.','<ARG1>The company saw a significant increase in sales</ARG1> <SIG0>after launching a new marketing campaign</SIG0> <ARG0>targeting a younger demographic</ARG0>.',1
cnc,train_1222_10222,10222,0,cnc_train_322_1222_10222_10,'Increased rainfall and saturation of the soil led to a rise in the river water levels resulting in widespread flooding in the area.','<ARG1>Increased rainfall and saturation of the soil</ARG1> <SIG0>led to</SIG0> <ARG0>a rise in the river water levels</ARG0> resulting in widespread flooding in the area.',1
cnc,train_1223_10223,10223,0,cnc_train_323_1223_10223_10,"ANDHRA PRADESH Farmers protest for better irrigation facilities July 10, 2021 08:00 IST Correspondent GUNTUR: Large groups of farmers gathered near the district office calling for improved irrigation facilities.'","ANDHRA PRADESH Farmers protest for better irrigation facilities July 10, 2021 08:00 IST Correspondent GUNTUR: <ARG1>Large groups of farmers gathered near the district office</ARG1> <ARG0><SIG0>calling for</SIG0> improved irrigation facilities</ARG0>.'",1
cnc,train_1224_10224,10224,0,cnc_train_324_1224_10224_10,'The company's profits decreased due to a decrease in consumer spending during the pandemic .','<ARG1>The company's profits</ARG1> <SIG0>decreased</SIG0> <ARG0>due to a decrease in consumer spending during the pandemic</ARG0> .',1
cnc,train_1225_10225,10225,0,cnc_train_325_1225_10225_10,'The company's profits increased due to a successful marketing campaign launched by the newly hired marketing team.','<ARG1>The company's profits increased</ARG1> <SIG0>due to</SIG0> <ARG0>a successful marketing campaign launched by the newly hired marketing team</ARG0>.',1
cnc,train_1226_10226,10226,0,cnc_train_326_1226_10226_10,The company experienced a significant drop in profits due to a decline in sales .',<ARG1>The company experienced a significant drop in profits</ARG1> due to <ARG0>a decline in sales</ARG0> .',1
cnc,train_1227_10227,10227,0,cnc_train_327_1227_10227_10,'DELHI : Heavy traffic jams and delays were reported in the city due to a massive protest by farmers demanding better agricultural policies on Monday.','DELHI : <ARG1>Heavy traffic jams and delays</ARG1> were reported in <ARG0>the city due to a massive protest by farmers demanding better agricultural policies</ARG0> <SIG0>on Monday</SIG0>.',1
cnc,train_1228_10228,10228,0,cnc_train_328_1228_10228_10,'The company's profits soared after they implemented a new marketing strategy that targeted younger demographics and utilized social media influencers.,'<ARG1>The company's profits soared</ARG1> <SIG0>after</SIG0> <ARG0>they implemented a new marketing strategy that targeted younger demographics and utilized social media influencers</ARG0>.,1
cnc,train_1229_10229,10229,0,cnc_train_329_1229_10229_10,'The accident was caused by the driver texting on his phone.','<ARG1>The accident was caused </ARG1><SIG0>by</SIG0><ARG0> the driver texting on his phone</ARG0>.',1
cnc,train_1230_10230,10230,0,cnc_train_330_1230_10230_10,"'Due to the heavy rain , the streets were flooded and traffic came to a standstill.'","'<ARG0><SIG0>Due to the heavy rain</SIG0></ARG0> , <ARG1>the streets were flooded and traffic came to a standstill</ARG1>.'",1
cnc,train_1231_10231,10231,0,cnc_train_331_1231_10231_10,"'Recognizing the importance of regular exercise and a healthy diet, a group of researchers conducted a study on the effects of physical activity on overall well-being.'","'<ARG0><SIG0>Recognizing</SIG0> the importance of regular exercise and a healthy diet</ARG0>, <ARG1>a group of researchers conducted a study on the effects of physical activity on overall well-being.</ARG1>'",1
cnc,train_1232_10232,10232,0,cnc_train_332_1232_10232_10,'The heavy rainfall resulted in widespread flooding in the city.,'<ARG0>The heavy rainfall</ARG0> <SIG0>resulted in</SIG0> <ARG1>widespread flooding in the city.</ARG1>,1
cnc,train_1233_10233,10233,0,cnc_train_333_1233_10233_10,"'The price of tomatoes skyrocketed , due to a drought in the region .'","'<ARG1>The price of tomatoes skyrocketed</ARG1> , <ARG0><SIG0>due to a drought in the region</SIG0> .'",1
cnc,train_1234_10234,10234,0,cnc_train_334_1234_10234_10,"""`` Excessive sugar consumption can result in the development of Type 2 diabetes, '' she warned during a health seminar in the city.""","""`` <ARG0>Excessive sugar consumption</ARG0> <SIG0>can result in</SIG0> <ARG1>the development of Type 2 diabetes</ARG1>, '' she warned during a health seminar in the city.""",1
cnc,train_1235_10235,10235,0,cnc_train_335_1235_10235_10,"'The students, led by the college union leader, organized a protest march demanding a reduction in tuition fees.'","'<ARG1>The students, led by the college union leader, organized a protest march</ARG1> <ARG0><SIG0>demanding</SIG0> a reduction in tuition fees</ARG0>.'",1
cnc,train_1236_10236,10236,0,cnc_train_336_1236_10236_10,"'Bengaluru : Bus fare hike as fuel prices rise November 20, 2019 09:30 IST With the increase in fuel prices, the government announced a hike in bus fares, leading to widespread protests by commuters.'","'Bengaluru : <ARG1>Bus fare hike</ARG1> <SIG0>as</SIG0> <ARG0>fuel prices rise</ARG0> November 20, 2019 09:30 IST With the increase in fuel prices, the government announced a hike in bus fares, leading to widespread protests by commuters.'",1
cnc,train_1237_10237,10237,0,cnc_train_337_1237_10237_10,'A company decided to implement new safety protocols in response to a recent accident that occurred in the workplace.','<ARG1>A company decided to implement new safety protocols</ARG1> <ARG0><SIG0>in response to a recent accident that occurred in the workplace</SIG0>.</ARG0>',1
cnc,train_1238_10238,10238,0,cnc_train_338_1238_10238_10,“ She got promoted because of her hard work and dedication. ”,“ <ARG1>She got promoted</ARG1> <ARG0><SIG0>because of</SIG0> her hard work and dedication</ARG0>. ”,1
cnc,train_1239_10239,10239,0,cnc_train_339_1239_10239_10,"'“The teacher gave a pop quiz,"" whispered the student, who was feeling nervous and said she started studying because she wanted to get a good grade.'","'“The teacher gave a pop quiz,"" whispered the student, who was feeling nervous and said <ARG1>she started studying</ARG1> <SIG0>because</SIG0> <ARG0>she wanted to get a good grade</ARG0>.'",1
cnc,train_1240_10240,10240,0,cnc_train_340_1240_10240_10,'The increase in air pollution levels has led to a rise in respiratory illnesses .','<ARG0>The increase in air pollution levels</ARG0> <SIG0>has led to</SIG0> <ARG1>a rise in respiratory illnesses .</ARG1>',1
cnc,train_1241_10241,10241,0,cnc_train_341_1241_10241_10,"'“ The heavy rain continued throughout the day. ” Unable to find shelter, many people got soaked to the bone and caught a cold since they forgot to bring an umbrella.'","'“ The heavy rain continued throughout the day. ” Unable to find shelter, <ARG1>many people got soaked to the bone and caught a cold</ARG1> <SIG0>since</SIG0> <ARG0>they forgot to bring an umbrella</ARG0>.'",1
cnc,train_1242_10242,10242,0,cnc_train_342_1242_10242_10,'Heavy rain caused flooding in the city as the drainage system was blocked.','<ARG1>Heavy rain caused flooding in the city</ARG1> as <ARG0>the drainage system was blocked</ARG0>.',1
cnc,train_1243_10243,10243,0,cnc_train_343_1243_10243_10,Many students experienced academic difficulties due to the lack of access to reliable internet.',<ARG1>Many students experienced academic difficulties</ARG1> <SIG0>due to</SIG0> <ARG0>the lack of access to reliable internet</ARG0>.',1
cnc,train_1244_10244,10244,0,cnc_train_344_1244_10244_10,'The company implemented new safety protocols due to the increase in workplace accidents  in order to ensure the well-being of its employees.','<ARG1>The company implemented new safety protocols </ARG1><SIG0>due to</SIG0> <ARG0>the increase in workplace accidents </ARG0> in order to ensure the well-being of its employees.',1
cnc,train_1245_10245,10245,0,cnc_train_345_1245_10245_10,'Due to the heavy rainfall in the area the river flooded.','<ARG1>Due to the heavy rainfall in the area</ARG1> <ARG0><SIG0>the river flooded</SIG0>.</ARG0>',1
cnc,train_1246_10246,10246,0,cnc_train_346_1246_10246_10,'He got a promotion because he worked hard and exceeded all expectations.','<ARG1>He got a promotion</ARG1> <SIG0>because</SIG0> <ARG0>he worked hard and exceeded all expectations</ARG0>.',1
cnc,train_1247_10247,10247,0,cnc_train_347_1247_10247_10,'Heavy rainfall caused severe flooding in the city last night resulting in widespread damage to properties and infrastructure forcing many residents to evacuate their homes.','Heavy rainfall caused severe flooding in the city last night <SIG0>resulting in</SIG0> <ARG1>widespread damage to properties and infrastructure</ARG1> <ARG0>forcing many residents to evacuate their homes</ARG0>.',1
cnc,train_1248_10248,10248,0,cnc_train_348_1248_10248_10,"'FOREST FIRES: Government imposes stricter regulations on burning practices April 26, 2021 12:00 PM In response to the increasing number of forest fires, the government implemented stricter regulations on burning practices in order to prevent further destruction of natural habitats.'","'FOREST FIRES: Government imposes stricter regulations on burning practices April 26, 2021 12:00 PM In response to the increasing number of forest fires, the government <ARG1>implemented stricter regulations on burning practices</ARG1> <ARG0><SIG0>in order</SIG0> to prevent further destruction of natural habitats</ARG0>.'",1
cnc,train_1249_10249,10249,0,cnc_train_349_1249_10249_10,'The heavy rainfall and flooding  led to significant damage to homes and infrastructure in the affected areas.','<ARG0>The heavy rainfall and flooding </ARG0> <SIG0>led to significant damage</SIG0> <ARG1>to homes and infrastructure in the affected areas.</ARG1>',1
cnc,train_1250_10250,10250,0,cnc_train_350_1250_10250_10,"""Emily researched to understand the effects of pollution on marine life and discovered the need for stricter environmental regulations.""","""Emily <SIG0>researched <ARG0>to</SIG0> understand the effects of pollution on marine life</ARG0> <ARG1>and discovered the need for stricter environmental regulations</ARG1>.""",1
cnc,train_1251_10251,10251,0,cnc_train_351_1251_10251_10,Prime Minister Announces New Tax Policy 15th January 2022 09:45 AM The economy experienced a significant boost due to the implementation of the Prime Minister's new tax policy.,Prime Minister Announces New Tax Policy 15th January 2022 09:45 AM <ARG1>The economy experienced a significant boost</ARG1> <SIG0>due to</SIG0> <ARG0>the implementation of the Prime Minister's new tax policy</ARG0>.,1
cnc,train_1252_10252,10252,0,cnc_train_352_1252_10252_10,'The heavy rain caused severe flooding in the town resulting in many residents being evacuated from their homes.','<ARG1>The heavy rain caused severe flooding in the town</ARG1> <SIG0>resulting in</SIG0> <ARG0>many residents being evacuated from their homes</ARG0>.',1
cnc,train_1253_10253,10253,0,cnc_train_353_1253_10253_10,'The heavy rain and flooding  resulted in widespread power outages.','<ARG0>The heavy rain and flooding </ARG0> <ARG1><SIG0>resulted in</SIG0> widespread power outages.</ARG1>',1
cnc,train_1254_10254,10254,0,cnc_train_354_1254_10254_10,"'After receiving countless complaints from the residents, the city council decided to impose stricter noise regulations in residential areas to address the issue of excessive noise pollution.'","'After receiving countless complaints from the residents, <ARG0><SIG0>the city council decided to impose stricter noise regulations in residential areas</ARG0> <ARG1>to address the issue of excessive noise pollution</ARG1>.'",1
cnc,train_1255_10255,10255,0,cnc_train_355_1255_10255_10,'The heavy rain caused widespread flooding throughout the city resulting in road closures and damage to homes and businesses.','<ARG1>The heavy rain caused widespread flooding</ARG1> <SIG0>throughout the city</SIG0> <ARG0>resulting in road closures and damage to homes and businesses</ARG0>.',1
cnc,train_1256_10256,10256,0,cnc_train_356_1256_10256_10,"""- The students organized a strike to demand better working conditions at their university. As a result, the administration agreed to address their concerns.""","""- The students <ARG0><SIG0>organized a strike</SIG0> to demand better working conditions</ARG0> at their university. <ARG1>As a result, the administration agreed to address their concerns</ARG1>.""",1
cnc,train_1257_10257,10257,0,cnc_train_357_1257_10257_10,'The cancellation of the project led to widespread celebrations among the locals','<ARG1>The cancellation of the project</ARG1> <SIG0>led to</SIG0> <ARG0>widespread celebrations among the locals</ARG0>',1
cnc,train_1258_10258,10258,0,cnc_train_358_1258_10258_10,'She felt hurt when her friend betrayed her trust.','<ARG1>She felt hurt</ARG1> when <ARG0>her friend betrayed her trust</ARG0>.',1
cnc,train_1259_10259,10259,0,cnc_train_359_1259_10259_10,'\ufeffThe company decided to implement a new policy to improve employee productivity due to a decrease in overall performance and efficiency.','\ufeffThe company decided to implement a new policy <ARG1>to improve employee productivity</ARG1> <ARG0><SIG0>due to a decrease in overall performance and efficiency</SIG0></ARG0>.',1
cnc,train_1260_10260,10260,0,cnc_train_360_1260_10260_10,"""The heavy rain and flooding in the city led to the cancellation of outdoor events and caused significant damage to infrastructure.""","""<ARG0>The heavy rain and flooding in the city</ARG0> <SIG0>led to the cancellation of outdoor events</SIG0> <ARG1>and caused significant damage to infrastructure.</ARG1>""",1
cnc,train_1261_10261,10261,0,cnc_train_361_1261_10261_10,'He failed the exam because he didn't study enough despite his friends repeatedly reminding him to do so.','<ARG1>He failed the exam</ARG1> because <ARG0>he didn't study enough</ARG0> despite his friends repeatedly reminding him to do so.',1
cnc,train_1262_10262,10262,0,cnc_train_362_1262_10262_10,'Rise in unemployment has led to increased poverty levels','<ARG1>Rise in unemployment</ARG1> <SIG0>has led to</SIG0> <ARG0>increased poverty levels</ARG0>',1
cnc,train_1263_10263,10263,0,cnc_train_363_1263_10263_10,"'POLITICS Election promises unfulfilled October 13, 2020 18:00 IST A A A IN DISAPPOINTMENT: Voters protesting outside the city hall in protest due to the broken promises made by the ruling party during their election campaign.'","'POLITICS Election promises unfulfilled October 13, 2020 18:00 IST A A A IN DISAPPOINTMENT: <ARG1>Voters protesting outside the city hall in protest</ARG1> <ARG0>due to the broken promises made by the ruling party during their election campaign</ARG0>.'",1
cnc,train_1264_10264,10264,0,cnc_train_364_1264_10264_10,"'SAN FRANCISCO : Game developers face backlash after controversial decision March 12, 2022 10:00 AM Game developers are facing severe criticism due to their controversial decision to include microtransactions in their latest release resulting in a massive boycott by the gaming community.'","'SAN FRANCISCO : Game developers face backlash after controversial decision March 12, 2022 10:00 AM Game developers are facing severe criticism due to their controversial decision <ARG1>to include microtransactions in their latest release</ARG1> <SIG0>resulting in</SIG0> <ARG0>a massive boycott by the gaming community</ARG0>.'",1
cnc,train_1265_10265,10265,0,cnc_train_365_1265_10265_10,"'The company's stock prices plummeted due to poor sales and <SIG1>the CEO's mismanagement</SIG1> , causing panic among investors.'","'<ARG1>The company's stock prices plummeted <SIG0>due to</SIG0> poor sales and <SIG1>the CEO's mismanagement</SIG1></ARG1> <ARG0>, causing panic among investors.</ARG0>'",1
cnc,train_1266_10266,10266,0,cnc_train_366_1266_10266_10,The heavy rain caused the river to overflow leading to extensive flooding in the surrounding areas.,<ARG1>The heavy rain caused the river to overflow</ARG1> <SIG0>leading to <ARG0>extensive flooding in the surrounding areas</ARG0>.,1
cnc,train_1267_10267,10267,0,cnc_train_367_1267_10267_10,"'It was discovered that due to the heavy rainfall, the streets in the city flooded, causing traffic congestion.'","'It was discovered that due to <ARG0>the heavy rainfall</ARG0>, <ARG1>the streets in the city flooded, causing traffic congestion.</ARG1>'",1
cnc,train_1268_10268,10268,0,cnc_train_368_1268_10268_10,"'Following the heavy rainfall last night, the river flooded its banks this morning.'","'Following <ARG0>the heavy rainfall last night</ARG0>, <ARG1>the river flooded its banks this morning</ARG1>.'",1
cnc,train_1269_10269,10269,0,cnc_train_369_1269_10269_10,"'Following the controversial decision, dissatisfied citizens gathered in the town square calling for immediate action against the ruling party.'","'Following the controversial decision, <ARG1>dissatisfied citizens gathered in the town square</ARG1> <ARG0><SIG0>calling for immediate action</SIG0> against the ruling party.</ARG0>'",1
cnc,train_1270_10270,10270,0,cnc_train_370_1270_10270_10,"'Because he overslept he missed his flight , Tom had to reschedule his trip.'","'<SIG0>Because</SIG0> <ARG0>he overslept</ARG0> <ARG1>he missed his flight</ARG1> , Tom had to reschedule his trip.'",1
cnc,train_1271_10271,10271,0,cnc_train_371_1271_10271_10,"`` After studying for hours,  she felt prepared for the exam and confidently entered the classroom .''","`` <ARG0>After studying for hours, </ARG0> she felt prepared for <ARG1>the exam and confidently entered the classroom</ARG1> .''",1
cnc,train_1272_10272,10272,0,cnc_train_372_1272_10272_10,"""Despite the heavy rain, the protesters gathered in the park to demand a change in government policies on climate change and raise awareness about the urgent need for environmental protection.""","""Despite the heavy rain, <ARG0><SIG0>the protesters gathered in the park</SIG0> to demand a change in government policies on climate change</ARG0> <ARG1>and raise awareness about the urgent need for environmental protection</ARG1>.""",1
cnc,train_1273_10273,10273,0,cnc_train_373_1273_10273_10,"'After receiving multiple complaints about noise pollution from a nearby construction site, the city council implemented stricter regulations to ensure residents' quality of life.'","'After receiving multiple complaints about noise pollution <ARG0><SIG0>from</SIG0> a nearby construction site</ARG0>, the city council <ARG1>implemented stricter regulations</ARG1> to ensure residents' quality of life.'",1
cnc,train_1274_10274,10274,0,cnc_train_374_1274_10274_10,"'Hospitals increase security measures following rise in patient assaults 10th September 2021 09:30 AM CITY: In response to the growing number of patient assaults, hospitals have ramped up security measures to ensure the safety of their staff and patients.'","'Hospitals increase security measures following rise in patient assaults 10th September 2021 09:30 AM CITY: <SIG0>In response to the growing number of patient assaults,</SIG0> <ARG0>hospitals have ramped up security measures</ARG0> <ARG1>to ensure the safety of their staff and patients</ARG1>.'",1
cnc,train_1275_10275,10275,0,cnc_train_375_1275_10275_10,"Moreover, it should be noted that the lack of transparency in government policies has led to widespread discontent since citizens feel excluded from the decision-making process .","Moreover, it should be noted that <ARG1>the lack of transparency in government policies has led to widespread discontent</ARG1> <SIG0>since</SIG0> <ARG0>citizens feel excluded from the decision-making process</ARG0> .",1
cnc,train_1276_10276,10276,0,cnc_train_376_1276_10276_10,"LOS ANGELES : Rise in pollution levels December 07, 2021 00:00 PST The city announced a state of emergency on Tuesday due to the increasing pollution levels as a result of excessive vehicle emissions, industrial waste, and deforestation that have been occurring for years .'","LOS ANGELES : Rise in pollution levels December 07, 2021 00:00 PST <ARG1>The city announced a state of emergency on Tuesday due to the increasing pollution levels</ARG1> <ARG0><SIG0>as a result</SIG0> of excessive vehicle emissions, industrial waste, and deforestation that have been occurring for years</ARG0> .'",1
cnc,train_1277_10277,10277,0,cnc_train_377_1277_10277_10,"""If the company continues to ignore their employees' concerns then there will be a high employee turnover rate , resulting in a decrease in productivity and morale.""","""<ARG1>If the company continues to ignore their employees' concerns</ARG1> <SIG0>then</SIG0> <ARG0>there will be a high employee turnover rate</ARG0> , resulting in a decrease in productivity and morale.""",1
cnc,train_1278_10278,10278,0,cnc_train_378_1278_10278_10,"'Thanks to the heavy rain, the outdoor concert was cancelled, disappointing all the attendees who had been eagerly waiting for the performance.'","'Thanks to the heavy rain, <ARG0>the outdoor concert was cancelled</ARG0>, <ARG1>disappointing all the attendees who had been eagerly waiting for the performance</ARG1>.'",1
cnc,train_1279_10279,10279,0,cnc_train_379_1279_10279_10,'The car skidded off the road because the driver was texting on their phone.','<ARG1>The car skidded off the road</ARG1> because <ARG0>the driver was texting on their phone</ARG0>.',1
cnc,train_1280_10280,10280,0,cnc_train_380_1280_10280_10,"'In light of recent developments, after extensive deliberation, the city council members voted unanimously to pass the new ordinance.'","'In light of recent developments, <SIG0>after extensive deliberation</SIG0>, <ARG0>the city council members</ARG0> <ARG1>voted unanimously to pass the new ordinance</ARG1>.'",1
cnc,train_1281_10281,10281,0,cnc_train_381_1281_10281_10,'The heavy rainfall caused severe flooding which submerged several neighborhoods and displaced hundreds of residents.','The heavy rainfall <ARG0>caused</ARG0> severe flooding <ARG1><SIG0>which submerged several neighborhoods</SIG0> and displaced hundreds of residents</ARG1>.',1
cnc,train_1282_10282,10282,0,cnc_train_382_1282_10282_10,'The car skidded on the icy road and crashed into a lamppost .','<ARG0>The car skidded <SIG0>on the icy road</ARG0> and</SIG0> <ARG1>crashed into a lamppost</ARG1> .',1
cnc,train_1283_10283,10283,0,cnc_train_383_1283_10283_10,'The prices of oil skyrocketed due to a sudden increase in demand.','<ARG1>The prices of oil skyrocketed</ARG1> <SIG0>due to</SIG0> <ARG0>a sudden increase in demand</ARG0>.',1
cnc,train_1284_10284,10284,0,cnc_train_384_1284_10284_10,"Protesting the lack of government action on climate change,  a group of environmental activists held a rally in the city center.","<ARG0><SIG0>Protesting</SIG0> the lack of government action on climate change, </ARG0> <ARG1>a group of environmental activists held a rally in the city center.</ARG1>",1
cnc,train_1285_10285,10285,0,cnc_train_385_1285_10285_10,'The student failed the exam because he didn't study enough for the test.','<ARG1>The student failed the exam</ARG1> because <ARG0>he didn't study</ARG0> enough <SIG0>for the test</SIG0>.',1
cnc,train_1286_10286,10286,0,cnc_train_386_1286_10286_10,'The teacher scolded the students for not completing their homework resulting in a decrease in their overall grades.','<ARG1>The teacher scolded the students for not completing their homework</ARG1> <ARG0><SIG0>resulting in</SIG0> a decrease in their overall grades</ARG0>.',1
cnc,train_1287_10287,10287,0,cnc_train_387_1287_10287_10,'Sources reveal that the mayor is facing intense scrutiny over how the city handled the recent environmental crisis and why the local government failed to provide adequate resources to prevent the devastating effects on the community despite repeated warnings and pleas for action.','Sources reveal that the mayor is facing intense scrutiny over how the city handled the recent environmental crisis and why the local government failed to provide adequate resources to <ARG1>prevent the devastating effects on the community</ARG1> <ARG0>despite repeated warnings and pleas for action</ARG0>.',1
cnc,train_1288_10288,10288,0,cnc_train_388_1288_10288_10,"'High Pollution Levels in Delhi, Resulting in Health Problems 15th January 2022 10:00 AM DELHI : The high pollution levels in Delhi have led to an increase in respiratory diseases among the residents according to a recent study .'","'High Pollution Levels in Delhi, Resulting in Health Problems 15th January 2022 10:00 AM DELHI : <ARG1>The high pollution levels in Delhi have led to an increase in respiratory diseases among the residents</ARG1> <ARG0>according to a recent study</ARG0> .'",1
cnc,train_1289_10289,10289,0,cnc_train_389_1289_10289_10,'Due to heavy rain the outdoor concert was cancelled.','<SIG0>Due to heavy rain</SIG0> <ARG0>the outdoor concert</ARG0> <ARG1>was cancelled</ARG1>.',1
cnc,train_1290_10290,10290,0,cnc_train_390_1290_10290_10,"'Lack of sleep , leads to difficulty concentrating'","'<ARG0>Lack of sleep</ARG0> , <SIG0>leads to</SIG0> <ARG1>difficulty concentrating</ARG1>'",1
cnc,train_1291_10291,10291,0,cnc_train_391_1291_10291_10,"'After the car broke down in the middle of the highway, the driver called for roadside assistance immediately, hoping for a quick fix.'","'After <ARG0>the car broke down in the middle of the highway</ARG0>, <ARG1>the driver called for roadside assistance immediately</ARG1>, hoping for a quick fix.'",1
cnc,train_1292_10292,10292,0,cnc_train_392_1292_10292_10,'The construction of the new bridge was delayed because the contractor failed to obtain the necessary permits in time.','The construction of the new bridge was delayed <SIG0>because</SIG0> <ARG0>the contractor failed to obtain the necessary permits</ARG0> <ARG1>in time</ARG1>.',1
cnc,train_1293_10293,10293,0,cnc_train_393_1293_10293_10,"'Mumbai: Protest erupts after increase in fuel prices June 12, 2021 12:00 PM Angry citizens took to the streets, blocking the roads in a massive demonstration due to the rise in fuel prices.'","'Mumbai: Protest erupts after increase in fuel prices June 12, 2021 12:00 PM <ARG1>Angry citizens took to the streets, blocking the roads in a massive demonstration</ARG1> <SIG0>due to</SIG0> <ARG0>the rise in fuel prices</ARG0>.'",1
cnc,train_1294_10294,10294,0,cnc_train_394_1294_10294_10,The heavy rain The heavy rain caused flooding in the streets leading to several road closures .,The heavy rain <ARG1>The heavy rain caused flooding in the streets</ARG1> <ARG0><SIG0>leading to</SIG0> several road closures</ARG0> .,1
cnc,train_1295_10295,10295,0,cnc_train_395_1295_10295_10,'A heavy rainfall led to widespread flooding in the city.','<ARG0>A heavy rainfall</ARG0> <SIG0>led to</SIG0> <ARG1>widespread flooding in the city</ARG1>.',1
cnc,train_1296_10296,10296,0,cnc_train_396_1296_10296_10,"'New York City: Food vendors protest October 15, 2022 12:00 PM EST Complaining about the unfair restrictions imposed on food cart operations and the lack of designated spaces for vending, a group of street food vendors organized a demonstration in Times Square.'","'New York City: Food vendors protest October 15, 2022 12:00 PM EST <ARG0><SIG0>Complaining about</SIG0> the unfair restrictions imposed on food cart operations and the lack of designated spaces for vending</ARG0>, <ARG1>a group of street food vendors organized a demonstration in Times Square</ARG1>.'",1
cnc,train_1297_10297,10297,0,cnc_train_397_1297_10297_10,"""The rise in pollution levels has led to an increase in respiratory diseases among the population.""","""<ARG1>The rise in pollution levels</ARG1> <SIG0>has led to an increase in respiratory diseases</SIG0> <ARG0>among the population</ARG0>.""",1
cnc,train_1298_10298,10298,0,cnc_train_398_1298_10298_10,"""The heavy rain throughout the night  resulted in flooded streets and damaged infrastructure.""","""<ARG1>The heavy rain throughout the night </ARG1> <SIG0>resulted in</SIG0> <ARG0>flooded streets and damaged infrastructure</ARG0>.""",1
cnc,train_1299_10299,10299,0,cnc_train_399_1299_10299_10,"Due to bad weather conditions, the flight was delayed and many passengers missed their connecting flights.","<ARG0>Due to bad weather conditions</ARG0>, <SIG0>the flight was delayed</SIG0> and <ARG1>many passengers missed their connecting flights</ARG1>.",1
